uuid,activation_date,total_cost,product_name,customer_gender,long,lat,country,follow_on_cost,downpmt_cost,contract_days,follow_on_days,receivable_per_day,organization,exchange_rate,adm2
96e126d5,2024-09-24,16447.36842,SunClassic + Radio,Female,38.76,-0.326,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,TANA RIVER
96e36572,2023-11-02,10964.91228,SunClassic,Female,40.084,1.728,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
96e38e64,2024-04-20,10964.91228,SunClassic,Female,40.336,0.115,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,GARISSA
96e7dff7,2024-08-25,102880.6584,SunSuper TV,Female,5.805,8.763,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Niger
96e8b6bc,2024-08-20,16447.36842,SunClassic + Radio,Female,37.03,-0.313,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,NYERI
96e8ef7f,2023-01-27,21929.82456,SunExtra + Radio,Female,39.254,-0.07,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,GARISSA
96f48bea,2024-05-24,10964.91228,SunClassic,Female,36.053,-1.373,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,NAROK
96f9703e,2024-03-13,21929.82456,SunExtra + Radio,Female,40.481,1.162,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,WAJIR
96fa8219,2021-10-28,10964.91228,SunClassic,Female,38.673,0.941,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,ISIOLO
96fb82ef,2023-02-17,10964.91228,SunCookstove,Male,37.122,-0.519,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,NYERI
96fd5b07,2023-08-03,10964.91228,SunClassic,Male,38.027,-0.482,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,KITUI
96fd6167,2022-12-10,16447.36842,SunClassic + Radio,Female,39.451,-1.563,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,TANA RIVER
96fe99a9,2023-11-21,10964.91228,SunClassic,Male,35.513,-1.497,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,NAROK
9705a1af,2023-09-21,10964.91228,SunClassic,Male,36.613,2.925,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
97092947,2024-03-30,10964.91228,SunCookstove,Female,37.279,1.218,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,SAMBURU
970d5f06,2023-12-20,10964.91228,SunClassic,Female,40.466,1.896,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
970e590c,2023-12-09,109649.1228,SunPump,Male,36.441,-0.524,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,NYANDARUA
970f5b87,2022-12-05,109649.1228,SunPump,Female,39.288,0.098,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,GARISSA
970fbc07,2024-10-09,41152.26337,SunCookstove,Female,6.523,7.668,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Kogi
97118166,2023-08-06,82304.52675,SunExtra + Radio,Male,7.686,8.114,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Nasarawa
971af269,2021-03-08,41152.26337,SunCookstove,Female,4.693,10.745,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Niger
971d7d89,2023-05-24,41152.26337,SunCookstove,Female,7.004,7.565,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Kogi
971e4192,2022-12-06,16447.36842,SunClassic + Radio,Male,37.591,3.124,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,MARSABIT
971fce33,2024-05-02,109649.1228,SunPump,Female,36.69,2.072,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,SAMBURU
972223b7,2023-03-18,82304.52675,SunExtra + Radio,Female,6.496,7.884,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Kogi
97239d0e,2021-03-05,10964.91228,SunClassic,Female,40.218,-0.789,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,GARISSA
972538ff,2024-01-23,61728.39506,SunClassic + Radio,Male,8.931,9.259,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Plateau
97295242,2023-11-28,109649.1228,SunPump,Female,39.022,1.169,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,ISIOLO
972a1346,2023-10-18,10964.91228,SunClassic,Male,35.713,1.178,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,BARINGO
97388531,2022-08-02,21929.82456,SunExtra + Radio,Female,39.081,0.783,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,ISIOLO
973f2a3f,2024-08-25,21929.82456,SunExtra + Radio,Female,37.647,2.201,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,MARSABIT
9742f555,2021-04-17,21929.82456,SunExtra + Radio,Female,37.228,2.045,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,MARSABIT
97454621,2023-02-15,10964.91228,SunClassic,Male,39.07,3.257,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
974c52d3,2023-08-18,10964.91228,SunClassic,Male,37.221,0.392,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,LAIKIPIA
974d2825,2024-05-24,21929.82456,SunExtra + Radio,Male,39.614,1.566,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,WAJIR
974d681c,2022-02-15,109649.1228,SunPump,Female,39.406,2.691,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,WAJIR
974f535f,2024-06-13,10964.91228,SunClassic,Female,36.234,-0.828,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,NAKURU
9753d372,2024-03-07,102880.6584,SunSuper TV,Male,7.492,9.076,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Federal Capital Territory
9757a06e,2024-08-11,16447.36842,SunClassic + Radio,Male,40.172,0.156,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,GARISSA
97585e8f,2024-09-08,16447.36842,SunClassic + Radio,Male,39.142,-0.232,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,TANA RIVER
97607d35,2024-03-10,411522.6337,SunPump,Female,10.693,7.756,Nigeria,349794.2387,61728.39506,400,340,1028.806584,SunCompany,0.00243,Taraba
9.76E+14,2023-03-10,21929.82456,SunExtra + Radio,Female,36.59,1.625,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,SAMBURU
97627b90,2022-12-11,411522.6337,SunPump,Female,7.077,7.78,Nigeria,349794.2387,61728.39506,400,340,1028.806584,SunCompany,0.00243,Kogi
9765f778,2023-10-14,16447.36842,SunClassic + Radio,Male,39.92,3.029,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,WAJIR
976a8c1b,2022-08-06,27412.2807,SunSuper TV,Female,40.155,1.502,Kenya,25219.29825,2192.982456,125,115,219.2982456,SunCompany,0.00912,WAJIR
976d408b,2023-12-07,10964.91228,SunClassic,Male,39.05,0.702,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,ISIOLO
976f2fe4,2023-08-28,21929.82456,SunExtra + Radio,Female,40.004,-0.033,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,GARISSA
9771d62b,2024-07-02,16447.36842,SunClassic + Radio,Female,39.198,2.604,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,WAJIR
97723270,2022-11-15,10964.91228,SunClassic,Female,37.225,2.265,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
97724060,2022-03-30,16447.36842,SunClassic + Radio,Female,35.521,0.326,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,ELGEYO-MARAKWET
97726a2f,2024-09-01,10964.91228,SunClassic,Male,38.704,-0.588,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,KITUI
9776b1ba,2023-05-14,10964.91228,SunClassic,Male,37.331,-0.95,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MACHAKOS
9776f0b5,2024-06-30,10964.91228,SunClassic,Male,36.17,1.294,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TURKANA
977c3560,2022-09-22,411522.6337,SunPump,Male,8.132,12.247,Nigeria,349794.2387,61728.39506,400,340,1028.806584,SunCompany,0.00243,Kano
977f3c21,2023-04-10,10964.91228,SunClassic,Female,37.177,-0.004,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MERU
977f5089,2023-09-24,10964.91228,SunClassic,Female,36.884,3.317,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
978187f1,2022-01-07,10964.91228,SunClassic,Male,37.484,2.377,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
9781dfb7,2021-03-07,16447.36842,SunClassic + Radio,Female,38.856,2.826,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,MARSABIT
978666c5,2023-05-14,21929.82456,SunExtra + Radio,Female,37.001,3.187,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,MARSABIT
97876c52,2021-12-03,16447.36842,SunClassic + Radio,Female,36.555,0.014,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,NYANDARUA
978b6279,2024-09-24,16447.36842,SunClassic + Radio,Male,36.083,1.512,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,TURKANA
978ff08b,2024-03-29,61728.39506,SunClassic + Radio,Female,10.364,9.844,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Bauchi
97904bf7,2023-06-29,10964.91228,SunClassic,Male,39.167,1.402,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,ISIOLO
97909d52,2021-09-02,10964.91228,SunClassic,Male,35.745,1.512,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WEST POKOT
9791a300,2024-08-19,41152.26337,SunCookstove,Male,7.73,12.145,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Katsina
9792689a,2024-07-30,41152.26337,SunClassic,Male,10.995,10.866,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Gombe
97a022e9,2024-01-16,82304.52675,SunExtra + Radio,Female,7.938,10.361,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Kaduna
97a06991,2023-02-01,10964.91228,SunClassic,Female,35.263,0.23,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,NANDI
97a2c30b,2024-08-08,102880.6584,SunSuper TV,Male,10.54,7.526,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Taraba
97a46fdd,2024-10-19,21929.82456,SunExtra + Radio,Female,39.886,3.113,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,WAJIR
97a55bec,2023-10-09,10964.91228,SunClassic,Male,36.136,-0.818,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,NAROK
97ab5373,2023-10-21,10964.91228,SunClassic,Male,35.504,2.869,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TURKANA
97ad1618,2021-09-25,82304.52675,SunExtra + Radio,Male,9.153,8.238,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Nasarawa
97ae629f,2024-02-19,10964.91228,SunClassic,Female,37.397,0.159,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MERU
97ae874e,2024-02-16,16447.36842,SunClassic + Radio,Male,36.458,1.406,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,SAMBURU
97b1606b,2023-08-19,41152.26337,SunCookstove,Male,6.111,8.855,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Niger
97b45260,2023-10-02,27412.2807,SunSuper TV,Male,40.258,0.111,Kenya,25219.29825,2192.982456,125,115,219.2982456,SunCompany,0.00912,GARISSA
97b4d5ce,2024-08-09,102880.6584,SunSuper TV,Male,4.573,12.417,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Kebbi
97b8a81b,2023-01-03,16447.36842,SunClassic + Radio,Male,39.93,1.545,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,WAJIR
97bd3bc6,2021-08-28,10964.91228,SunCookstove,Male,38.73,0.273,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,ISIOLO
97bef72b,2023-06-13,21929.82456,SunExtra + Radio,Female,39.363,2.582,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,WAJIR
97c16847,2021-08-01,109649.1228,SunPump,Female,40.084,-1.331,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,GARISSA
97c18301,2024-08-03,10964.91228,SunCookstove,Male,39.037,2.375,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
97c18f57,2024-07-09,82304.52675,SunExtra + Radio,Male,8.913,10.611,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Bauchi
97c378a1,2022-03-04,10964.91228,SunClassic,Female,37.654,-0.14,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MERU
97c61bca,2021-11-16,102880.6584,SunSuper TV,Male,7.356,10.085,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Kaduna
97c94c9c,2024-07-29,61728.39506,SunClassic + Radio,Male,7.155,7.636,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Kogi
97cdb2d0,2023-03-01,21929.82456,SunExtra + Radio,Male,39.395,1.129,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,ISIOLO
97d3b668,2024-07-29,10964.91228,SunCookstove,Female,40.385,2.187,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
97d8541a,2023-08-23,10964.91228,SunClassic,Male,35.519,2.203,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TURKANA
97e178b8,2024-03-01,109649.1228,SunPump,Male,38.497,-1.145,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,KITUI
97e32eaf,2023-04-23,16447.36842,SunClassic + Radio,Male,37.507,0.22,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,MERU
97e3ddb4,2024-09-22,82304.52675,SunExtra + Radio,Female,10.303,12.182,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Bauchi
97e4b630,2024-04-15,10964.91228,SunClassic,Female,35.975,-1.092,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,NAROK
97e5411b,2022-03-09,10964.91228,SunClassic,Male,39.263,2.237,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
97efca44,2023-07-29,21929.82456,SunExtra + Radio,Female,38.965,-1.324,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,KITUI
97fb23c2,2023-03-16,109649.1228,SunPump,Male,37.826,1.933,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,MARSABIT
97fc18ef,2023-12-25,41152.26337,SunClassic,Female,8.347,11.33,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Kano
97fc5fb1,2023-08-06,10964.91228,SunClassic,Male,38.314,3.275,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
97fd392e,2024-07-16,16447.36842,SunClassic + Radio,Female,35.432,1.246,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,WEST POKOT
97fe5694,2024-09-07,10964.91228,SunCookstove,Female,40.345,2.57,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
97ff032d,2024-09-23,16447.36842,SunClassic + Radio,Female,37.024,3.114,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,MARSABIT
9.80E+07,2023-12-16,10964.91228,SunClassic,Female,38.572,0.734,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,ISIOLO
9802931a,2021-08-03,109649.1228,SunPump,Male,39.19,-1.507,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,TANA RIVER
980646b7,2023-01-12,82304.52675,SunExtra + Radio,Female,11.331,8.223,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Taraba
98066447,2024-01-11,61728.39506,SunClassic + Radio,Male,4.663,8.81,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Kwara
980a65b1,2024-01-30,16447.36842,SunClassic + Radio,Female,36.939,2.683,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,MARSABIT
980c06f2,2024-08-04,16447.36842,SunClassic + Radio,Female,36.795,2.522,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,MARSABIT
980d57a7,2023-11-03,109649.1228,SunPump,Male,37.176,0.129,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,LAIKIPIA
980ea787,2024-06-06,10964.91228,SunClassic,Female,36.385,1.581,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TURKANA
9811215d,2022-09-29,109649.1228,SunPump,Male,37.432,-0.023,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,MERU
981cd387,2022-03-14,10964.91228,SunClassic,Female,36.88,-1.458,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,KAJIADO
98224c8d,2024-06-03,41152.26337,SunClassic,Female,11.304,11.54,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Yobe
982473cb,2024-06-25,102880.6584,SunSuper TV,Female,4.638,11.175,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Kebbi
982755ca,2021-06-04,10964.91228,SunCookstove,Female,38.538,-0.243,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TANA RIVER
98288ee1,2023-08-15,10964.91228,SunCookstove,Female,37.402,1.671,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
9830287d,2024-10-12,21929.82456,SunExtra + Radio,Male,40.527,2.322,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,WAJIR
98313398,2024-10-30,10964.91228,SunClassic,Male,39.362,0.019,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,GARISSA
9833ccfd,2022-12-19,21929.82456,SunExtra + Radio,Female,37.392,2.896,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,MARSABIT
9834e0ae,2021-05-26,102880.6584,SunSuper TV,Female,7.572,7.552,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Kogi
983e8311,2023-10-08,41152.26337,SunCookstove,Female,8.222,8.581,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Nasarawa
98429593,2024-09-14,109649.1228,SunPump,Male,37.483,2.532,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,MARSABIT
98457ee6,2022-11-09,21929.82456,SunExtra + Radio,Female,36.476,2.755,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,MARSABIT
984703db,2023-09-20,21929.82456,SunExtra + Radio,Female,38.461,2.684,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,MARSABIT
984a89db,2023-04-09,27412.2807,SunSuper TV,Female,37.671,2.52,Kenya,25219.29825,2192.982456,125,115,219.2982456,SunCompany,0.00912,MARSABIT
984b4f7f,2024-04-03,10964.91228,SunCookstove,Female,37.294,-0.613,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,KIRINYAGA
984b7a8c,2023-10-30,61728.39506,SunClassic + Radio,Male,8.409,11.504,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Kano
984dcbbf,2024-03-28,16447.36842,SunClassic + Radio,Male,38.57,0.014,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,ISIOLO
984dcbcd,2022-03-05,21929.82456,SunExtra + Radio,Female,36.053,0.329,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,BARINGO
9851c80a,2022-05-22,61728.39506,SunClassic + Radio,Female,4.434,10.37,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Niger
985255f6,2023-12-27,10964.91228,SunClassic,Female,38.733,-0.733,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,KITUI
98525c2e,2023-11-22,16447.36842,SunClassic + Radio,Male,39.119,0.527,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,GARISSA
9853c13a,2023-02-03,10964.91228,SunClassic,Male,37.67,0.327,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MERU
985d0d5c,2024-07-20,10964.91228,SunClassic,Male,39.895,-0.114,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,GARISSA
9860efa9,2023-03-26,10964.91228,SunCookstove,Female,38.663,3.127,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
986187c9,2024-06-30,10964.91228,SunClassic,Male,37.783,0.502,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MERU
9868e740,2023-10-29,41152.26337,SunCookstove,Male,9.515,7.709,Nigeria,39094.65021,2057.613169,100,95,411.5226337,SunCompany,0.00243,Benue
986bc712,2024-03-18,102880.6584,SunSuper TV,Male,5.544,10.611,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Niger
986de100,2024-05-20,10964.91228,SunClassic,Female,39.156,3.255,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
986e2c2f,2022-08-17,16447.36842,SunClassic + Radio,Female,36.382,0.294,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,LAIKIPIA
986e58ee,2023-10-25,10964.91228,SunClassic,Female,39.738,-1.177,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TANA RIVER
98722959,2024-02-11,82304.52675,SunExtra + Radio,Female,11.415,8.983,Nigeria,78189.30041,4115.226337,100,95,823.0452675,SunCompany,0.00243,Taraba
9876186f,2024-07-11,10964.91228,SunClassic,Male,37.774,-0.584,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,EMBU
9876ac76,2024-07-12,10964.91228,SunCookstove,Female,39.355,0.355,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,GARISSA
987b2cdd,2022-03-17,102880.6584,SunSuper TV,Male,11.358,12.304,Nigeria,94650.20576,8230.452675,125,115,823.0452675,SunCompany,0.00243,Yobe
987fb94f,2023-02-17,61728.39506,SunClassic + Radio,Female,9.228,8.789,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Plateau
98807c90,2022-06-10,10964.91228,SunClassic,Female,35.958,-1.132,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,NAROK
988122cd,2023-12-08,16447.36842,SunClassic + Radio,Female,35.814,-0.027,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,BARINGO
98828135,2024-10-15,16447.36842,SunClassic + Radio,Male,39.828,-0.051,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,GARISSA
988281ae,2024-10-06,10964.91228,SunCookstove,Male,37.113,0.556,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,ISIOLO
9885733d,2021-06-30,10964.91228,SunClassic,Male,38.216,1.599,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
9888188e,2022-05-26,21929.82456,SunExtra + Radio,Male,37.144,-1.153,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,KIAMBU
988a01a0,2021-03-05,10964.91228,SunClassic,Male,36.994,1.51,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,SAMBURU
988d7ecb,2024-09-20,109649.1228,SunPump,Male,38.924,3.329,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,MARSABIT
988f7d7e,2022-01-19,21929.82456,SunExtra + Radio,Male,39.67,-0.706,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,TANA RIVER
98913dbb,2022-05-22,61728.39506,SunClassic + Radio,Female,5.959,11.725,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Zamfara
989d0868,2024-05-28,10964.91228,SunClassic,Female,35.673,-1.221,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,NAROK
989f264c,2024-08-03,10964.91228,SunCookstove,Female,36.557,2.417,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
98a07747,2024-06-22,10964.91228,SunClassic,Male,38.078,2.707,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
98a11708,2024-09-26,21929.82456,SunExtra + Radio,Female,35.311,-0.11,Kenya,20833.33333,1096.491228,100,95,219.2982456,SunCompany,0.00912,KERICHO
98a687d8,2022-02-11,16447.36842,SunClassic + Radio,Male,39.393,0.17,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,GARISSA
98aab16d,2023-08-02,10964.91228,SunClassic,Female,39.09,2.771,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,WAJIR
98ab7746,2023-11-17,10964.91228,SunClassic,Female,35.306,0.478,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,UASIN GISHU
98ad794d,2024-09-12,61728.39506,SunClassic + Radio,Male,10.833,12.351,Nigeria,57613.16872,4115.226337,150,140,411.5226337,SunCompany,0.00243,Yobe
98b0bb94,2022-08-07,10964.91228,SunClassic,Female,39.175,-0.561,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TANA RIVER
98b4979e,2022-05-26,16447.36842,SunClassic + Radio,Male,39.638,3.083,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,WAJIR
98ba5ed7,2021-12-19,10964.91228,SunClassic,Female,37.629,2.164,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,MARSABIT
98bc4cbf,2023-08-09,109649.1228,SunPump,Female,40.46,-1.143,Kenya,93201.75439,16447.36842,400,340,274.122807,SunCompany,0.00912,GARISSA
98bcab94,2022-12-26,16447.36842,SunClassic + Radio,Female,37.515,3.143,Kenya,15350.87719,1096.491228,150,140,109.6491228,SunCompany,0.00912,MARSABIT
98bcf10a,2023-05-07,10964.91228,SunClassic,Female,35.618,2.806,Kenya,10416.66667,548.245614,100,95,109.6491228,SunCompany,0.00912,TURKANA
